com.samsung.shealth.calories_burned.details,6170019,1
version,extra_data,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,c185b911-d05b-4998-b7df-e3a76c9d9301.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.019,2021-07-03 02:58:34.019,0.0,V57RQzDK0T,com.sec.android.app.shealth,c185b911-d05b-4998-b7df-e3a76c9d9301,1622937600000,
,cb951195-6a57-4396-b7b2-3fc21d6d2283.extra_data.json,38.9,561584,1458.8944,2021-07-03 15:08:53.383,2021-07-03 02:58:32.558,28.611225,V57RQzDK0T,com.sec.android.app.shealth,cb951195-6a57-4396-b7b2-3fc21d6d2283,1625270400000,
,439e978b-faec-40ba-be47-830f131a2c2c.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.336,2021-07-03 02:58:34.336,0.0,V57RQzDK0T,com.sec.android.app.shealth,439e978b-faec-40ba-be47-830f131a2c2c,1623369600000,
,50c3bf8e-e82d-47da-a423-25b8e93694cc.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.406,2021-07-03 02:58:34.406,0.0,V57RQzDK0T,com.sec.android.app.shealth,50c3bf8e-e82d-47da-a423-25b8e93694cc,1623456000000,
,b16a1939-2f46-4980-b1c9-b705b05066c0.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.615,2021-07-03 02:58:34.615,0.0,V57RQzDK0T,com.sec.android.app.shealth,b16a1939-2f46-4980-b1c9-b705b05066c0,1623974400000,
,3b216805-9042-4769-ba2c-05b19ff94978.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.595,2021-07-03 02:58:34.595,0.0,V57RQzDK0T,com.sec.android.app.shealth,3b216805-9042-4769-ba2c-05b19ff94978,1623888000000,
,41b81135-4d9a-467d-bf88-1cc40f7285e0.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.867,2021-07-03 02:58:34.867,0.0,V57RQzDK0T,com.sec.android.app.shealth,41b81135-4d9a-467d-bf88-1cc40f7285e0,1624492800000,
,3f7c54f6-64ee-4df0-a188-d41ccc9bd0f4.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.810,2021-07-03 02:58:34.810,0.0,V57RQzDK0T,com.sec.android.app.shealth,3f7c54f6-64ee-4df0-a188-d41ccc9bd0f4,1624406400000,
,3992229a-51d8-49a7-a02c-cbca0b80e48c.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.117,2021-07-03 02:58:34.117,0.0,V57RQzDK0T,com.sec.android.app.shealth,3992229a-51d8-49a7-a02c-cbca0b80e48c,1623110400000,
,e2a86377-4dc8-4a5e-a2bc-64a5a9268bc0.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:35.046,2021-07-03 02:58:35.046,0.0,V57RQzDK0T,com.sec.android.app.shealth,e2a86377-4dc8-4a5e-a2bc-64a5a9268bc0,1625011200000,
,9c11b27b-4dc9-4855-a631-83720c5f2ad0.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:35.009,2021-07-03 02:58:35.009,0.0,V57RQzDK0T,com.sec.android.app.shealth,9c11b27b-4dc9-4855-a631-83720c5f2ad0,1624924800000,
,8e03a9f0-8438-4128-9b3c-87bdb0a7ba1b.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.066,2021-07-03 02:58:34.066,0.0,V57RQzDK0T,com.sec.android.app.shealth,8e03a9f0-8438-4128-9b3c-87bdb0a7ba1b,1623024000000,
,4f62bb8a-a556-43d1-bd43-5dcb5427778d.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.482,2021-07-03 02:58:34.482,0.0,V57RQzDK0T,com.sec.android.app.shealth,4f62bb8a-a556-43d1-bd43-5dcb5427778d,1623628800000,
,6e4f7b9b-5d98-4aea-8a72-bb211acbfb99.extra_data.json,58.3,4279912,1395.6984,2021-07-07 15:00:00.634,2021-07-06 15:00:00.455,241.65916,V57RQzDK0T,com.sec.android.app.shealth,6e4f7b9b-5d98-4aea-8a72-bb211acbfb99,1625616000000,
,a830f9be-994b-4d79-9ea0-adf3ad13e91d.extra_data.json,0.0,18331889,1156.8735,2021-07-06 15:00:00.705,2021-07-05 15:31:47.851,935.0489,V57RQzDK0T,com.sec.android.app.shealth,a830f9be-994b-4d79-9ea0-adf3ad13e91d,1625529600000,
,069cd5f7-f5e5-4b54-a489-211871ad4f0b.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.451,2021-07-03 02:58:34.451,0.0,V57RQzDK0T,com.sec.android.app.shealth,069cd5f7-f5e5-4b54-a489-211871ad4f0b,1623542400000,
,842b05a7-57cd-4798-a0c6-fe8f08c6acd0.extra_data.json,118.700005,704202,1456.4706,2021-07-13 15:19:05.629,2021-07-12 15:00:00.690,38.366314,V57RQzDK0T,com.sec.android.app.shealth,842b05a7-57cd-4798-a0c6-fe8f08c6acd0,1626134400000,
,3725d4f9-c60e-4e3b-9f47-d196d7917dff.extra_data.json,0.0,3417566,1410.3546,2021-07-12 15:00:00.808,2021-07-11 15:00:00.645,182.08379,V57RQzDK0T,com.sec.android.app.shealth,3725d4f9-c60e-4e3b-9f47-d196d7917dff,1626048000000,
,265d65ad-445b-463f-9525-8e9933d98c58.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.684,2021-07-03 02:58:34.684,0.0,V57RQzDK0T,com.sec.android.app.shealth,265d65ad-445b-463f-9525-8e9933d98c58,1624147200000,
,811f2d37-b901-4976-8b98-c702f091fac5.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.643,2021-07-03 02:58:34.643,0.0,V57RQzDK0T,com.sec.android.app.shealth,811f2d37-b901-4976-8b98-c702f091fac5,1624060800000,
,e0919df4-57f2-42fb-87ab-59321db06239.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.188,2021-07-03 02:58:34.188,0.0,V57RQzDK0T,com.sec.android.app.shealth,e0919df4-57f2-42fb-87ab-59321db06239,1623196800000,
,739b2cf4-fe43-44d2-b433-3928caa4f58d.extra_data.json,205.0,2641395,1423.5464,2021-07-19 15:00:02.006,2021-07-18 15:00:01.009,136.28607,V57RQzDK0T,com.sec.android.app.shealth,739b2cf4-fe43-44d2-b433-3928caa4f58d,1626652800000,
,eda756ac-3f1d-4939-bfc1-610faf88685d.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.254,2021-07-03 02:58:34.254,0.0,V57RQzDK0T,com.sec.android.app.shealth,eda756ac-3f1d-4939-bfc1-610faf88685d,1623283200000,
,4a66ec2d-1262-4b87-9c79-da273299f4ab.extra_data.json,87.9,383525,1461.9207,2021-07-18 15:00:01.097,2021-07-17 15:44:47.446,19.188414,V57RQzDK0T,com.sec.android.app.shealth,4a66ec2d-1262-4b87-9c79-da273299f4ab,1626566400000,
,38037dad-6862-4111-a530-865ebe7e658d.extra_data.json,0.0,0,1468.4391,2021-08-20 17:11:59.170,2021-07-24 15:26:01.162,0.0,V57RQzDK0T,com.sec.android.app.shealth,38037dad-6862-4111-a530-865ebe7e658d,1627171200000,
,f12a7b3c-741e-4ab4-9a7b-70c9db059d37.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.917,2021-07-03 02:58:34.917,0.0,V57RQzDK0T,com.sec.android.app.shealth,f12a7b3c-741e-4ab4-9a7b-70c9db059d37,1624665600000,
,57cdc0af-a14f-4338-a1bb-5bf5ad518ade.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.513,2021-07-03 02:58:34.513,0.0,V57RQzDK0T,com.sec.android.app.shealth,57cdc0af-a14f-4338-a1bb-5bf5ad518ade,1623715200000,
,affd9c49-e570-44fa-91ef-3e62a5e8b7fd.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.894,2021-07-03 02:58:34.894,0.0,V57RQzDK0T,com.sec.android.app.shealth,affd9c49-e570-44fa-91ef-3e62a5e8b7fd,1624579200000,
,f3a7be51-abca-4b9a-b237-0055c37cae7b.extra_data.json,0.0,458229,1460.651,2021-07-31 15:50:54.226,2021-07-30 17:12:24.859,23.989542,V57RQzDK0T,com.sec.android.app.shealth,f3a7be51-abca-4b9a-b237-0055c37cae7b,1627689600000,
,cd041f54-c61c-454b-8f5e-7a69f89557a7.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:35.095,2021-07-03 02:58:35.095,0.0,V57RQzDK0T,com.sec.android.app.shealth,cd041f54-c61c-454b-8f5e-7a69f89557a7,1625184000000,
,3f2b2acb-8016-495c-b709-a78a8c587468.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.728,2021-07-03 02:58:34.728,0.0,V57RQzDK0T,com.sec.android.app.shealth,3f2b2acb-8016-495c-b709-a78a8c587468,1624233600000,
,d288d2fb-2781-4ae4-9d25-4779e1f0c143.extra_data.json,0.0,976458,1451.8434,2021-07-24 15:26:01.382,2021-07-23 17:15:55.334,52.080536,V57RQzDK0T,com.sec.android.app.shealth,d288d2fb-2781-4ae4-9d25-4779e1f0c143,1627084800000,
,6483e45a-2ff1-4fa5-95f8-1f5c6dd65930.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.570,2021-07-03 02:58:34.570,0.0,V57RQzDK0T,com.sec.android.app.shealth,6483e45a-2ff1-4fa5-95f8-1f5c6dd65930,1623801600000,
,1bb9db59-9ebc-497e-859b-4c6318466bac.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:35.073,2021-07-03 02:58:35.073,0.0,V57RQzDK0T,com.sec.android.app.shealth,1bb9db59-9ebc-497e-859b-4c6318466bac,1625097600000,
,69679e9e-dfa8-4b4f-b7b2-9edff02f9c2f.extra_data.json,0.0,2876351,1419.5531,2021-07-09 15:00:00.738,2021-07-08 15:00:00.509,148.12589,V57RQzDK0T,com.sec.android.app.shealth,69679e9e-dfa8-4b4f-b7b2-9edff02f9c2f,1625788800000,
,25b15055-83e1-4b8c-bf81-981e6f650ec6.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.937,2021-07-03 02:58:34.937,0.0,V57RQzDK0T,com.sec.android.app.shealth,25b15055-83e1-4b8c-bf81-981e6f650ec6,1624752000000,
,9b71c2aa-81de-44d5-b357-cbbc7fa9db76.extra_data.json,0.0,3208666,1413.9052,2021-07-30 17:12:30.305,2021-07-29 15:57:00.776,173.34286,V57RQzDK0T,com.sec.android.app.shealth,9b71c2aa-81de-44d5-b357-cbbc7fa9db76,1627603200000,
,c09972de-0127-47d9-b1c0-a7cc608732bc.extra_data.json,0.0,3546275,1408.1672,2021-08-06 15:40:59.831,2021-08-05 18:44:44.732,190.96248,V57RQzDK0T,com.sec.android.app.shealth,c09972de-0127-47d9-b1c0-a7cc608732bc,1628208000000,
,08c3ac00-5f0b-4262-9b01-14a9a79c7bd3.extra_data.json,231.6,4324818,1394.9352,2021-07-08 15:00:00.698,2021-07-07 15:00:00.393,228.67407,V57RQzDK0T,com.sec.android.app.shealth,08c3ac00-5f0b-4262-9b01-14a9a79c7bd3,1625702400000,
,d9cde325-0c93-4cd4-9881-6c1007efde91.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.764,2021-07-03 02:58:34.764,0.0,V57RQzDK0T,com.sec.android.app.shealth,d9cde325-0c93-4cd4-9881-6c1007efde91,1624320000000,
,77f4023e-5201-4ac0-befc-8b510db39959.extra_data.json,0.0,3191461,1414.1975,2021-07-15 16:37:04.729,2021-07-14 18:08:01.534,170.76898,V57RQzDK0T,com.sec.android.app.shealth,77f4023e-5201-4ac0-befc-8b510db39959,1626307200000,
,7e5ad3dc-33bb-4232-9de5-f22bef6b2d49.extra_data.json,0.0,0,1468.4391,2021-07-03 02:58:34.958,2021-07-03 02:58:34.958,0.0,V57RQzDK0T,com.sec.android.app.shealth,7e5ad3dc-33bb-4232-9de5-f22bef6b2d49,1624838400000,
,49f669de-86d8-4ef9-96e7-852674e77a6d.extra_data.json,135.7,3371094,1411.1445,2021-07-14 18:08:01.894,2021-07-13 15:19:05.403,184.38881,V57RQzDK0T,com.sec.android.app.shealth,49f669de-86d8-4ef9-96e7-852674e77a6d,1626220800000,
,793cffaa-cc36-425e-b5de-4464f4ee1ab9.extra_data.json,165.7,3573034,1407.7124,2021-07-21 15:00:02.063,2021-07-20 15:00:01.439,183.88083,V57RQzDK0T,com.sec.android.app.shealth,793cffaa-cc36-425e-b5de-4464f4ee1ab9,1626825600000,
,40bbfb96-fcf7-4af0-a7b1-5841ed148d4d.extra_data.json,0.0,2413095,1427.4265,2021-07-04 15:00:01.404,2021-07-03 15:08:53.118,128.43753,V57RQzDK0T,com.sec.android.app.shealth,40bbfb96-fcf7-4af0-a7b1-5841ed148d4d,1625356800000,
,a9c501c2-e754-4c00-8e57-9809ffc2d913.extra_data.json,0.0,4027803,1399.9833,2021-08-05 18:44:45.047,2021-08-04 15:00:02.119,219.09117,V57RQzDK0T,com.sec.android.app.shealth,a9c501c2-e754-4c00-8e57-9809ffc2d913,1628121600000,
,4f1a55a7-2c3e-4357-bab5-d1a37f8bb358.extra_data.json,0.0,3699205,1405.568,2021-08-12 15:34:03.056,2021-08-11 17:58:42.516,205.04466,V57RQzDK0T,com.sec.android.app.shealth,4f1a55a7-2c3e-4357-bab5-d1a37f8bb358,1628726400000,
,e3994740-852e-4152-89f8-53e1541997d2.extra_data.json,0.0,3489851,1409.1262,2021-08-22 23:30:05.745,2021-07-26 15:00:00.748,191.85312,V57RQzDK0T,com.sec.android.app.shealth,e3994740-852e-4152-89f8-53e1541997d2,1627344000000,
,2c513055-31d1-495c-86f1-5a4e2f01189f.extra_data.json,0.0,445151,1460.8733,2021-08-20 17:11:59.758,2021-08-17 15:00:00.745,24.528702,V57RQzDK0T,com.sec.android.app.shealth,2c513055-31d1-495c-86f1-5a4e2f01189f,1629244800000,
,874f0472-6f1a-4aea-89f6-098a27c393dd.extra_data.json,0.0,3882419,1402.4542,2021-07-20 15:00:01.747,2021-07-19 15:00:01.661,192.8304,V57RQzDK0T,com.sec.android.app.shealth,874f0472-6f1a-4aea-89f6-098a27c393dd,1626739200000,
,5ae93938-3735-4630-a178-716118c9e7b5.extra_data.json,0.0,1557445,1441.9689,2021-07-10 15:00:01.152,2021-07-09 15:00:00.502,78.41449,V57RQzDK0T,com.sec.android.app.shealth,5ae93938-3735-4630-a178-716118c9e7b5,1625875200000,
,0e852d3f-8260-4baa-9844-15854080accb.extra_data.json,0.0,3916208,1401.8799,2021-07-05 15:31:48.301,2021-07-04 15:00:01.248,232.41533,V57RQzDK0T,com.sec.android.app.shealth,0e852d3f-8260-4baa-9844-15854080accb,1625443200000,
,f19ae6af-8145-4a3c-8ac4-db150412ffbf.extra_data.json,0.0,3661316,1406.212,2021-08-11 17:58:42.890,2021-08-10 15:00:02.119,195.91283,V57RQzDK0T,com.sec.android.app.shealth,f19ae6af-8145-4a3c-8ac4-db150412ffbf,1628640000000,
,d1220046-502c-4d24-8010-b6a24cacc6c0.extra_data.json,0.0,1109828,1449.5767,2021-08-24 15:00:01.733,2021-08-23 17:46:55.738,59.306843,V57RQzDK0T,com.sec.android.app.shealth,d1220046-502c-4d24-8010-b6a24cacc6c0,1629763200000,
,d0530bb9-c568-467d-b13a-ee6c22875123.extra_data.json,0.0,1716729,1439.2618,2021-08-28 03:21:27.924,2021-08-01 15:00:01.821,94.40173,V57RQzDK0T,com.sec.android.app.shealth,d0530bb9-c568-467d-b13a-ee6c22875123,1627862400000,
,1d1129fe-7f46-4d2f-9d95-1786e200ad8c.extra_data.json,0.0,672156,1457.0151,2021-07-16 15:00:00.648,2021-07-15 16:37:04.403,37.33493,V57RQzDK0T,com.sec.android.app.shealth,1d1129fe-7f46-4d2f-9d95-1786e200ad8c,1626393600000,
,d2f385d6-6518-43d3-80e8-ab18bd2a9a5f.extra_data.json,0.0,150075,1465.8884,2021-07-11 15:00:00.783,2021-07-10 15:00:00.717,7.2888074,V57RQzDK0T,com.sec.android.app.shealth,d2f385d6-6518-43d3-80e8-ab18bd2a9a5f,1625961600000,
,f45b7c07-1483-45b2-bd69-edd1edf5d96f.extra_data.json,0.0,3679722,1405.8992,2021-08-20 17:11:59.734,2021-08-16 16:05:19.777,206.8234,V57RQzDK0T,com.sec.android.app.shealth,f45b7c07-1483-45b2-bd69-edd1edf5d96f,1629158400000,
,1172781b-c094-4b6a-a139-e3d56eaf2c7d.extra_data.json,0.0,0,1468.4391,2021-08-20 17:11:59.213,2021-07-25 15:00:00.819,0.0,V57RQzDK0T,com.sec.android.app.shealth,1172781b-c094-4b6a-a139-e3d56eaf2c7d,1627257600000,
,456e1100-a0ae-41bf-995e-9e56d2f5d82b.extra_data.json,158.0,4080396,1399.0892,2021-07-22 15:00:00.882,2021-07-21 15:00:01.651,212.8975,V57RQzDK0T,com.sec.android.app.shealth,456e1100-a0ae-41bf-995e-9e56d2f5d82b,1626912000000,
,af8c3630-99a3-463a-a793-58e348becd99.extra_data.json,0.0,673670,1456.9894,2021-08-23 17:46:55.961,2021-08-22 15:00:02.529,35.83806,V57RQzDK0T,com.sec.android.app.shealth,af8c3630-99a3-463a-a793-58e348becd99,1629676800000,
,388029a1-2689-4373-b113-959e0e0b7e75.extra_data.json,0.0,2477821,1426.3264,2021-08-30 15:00:01.191,2021-08-29 15:01:16.395,135.05598,V57RQzDK0T,com.sec.android.app.shealth,388029a1-2689-4373-b113-959e0e0b7e75,1630281600000,
,92381142-f3c2-4c50-a72a-2c8943ffaf17.extra_data.json,0.0,238117,1464.392,2021-08-28 03:21:27.892,2021-07-31 15:50:53.978,12.662143,V57RQzDK0T,com.sec.android.app.shealth,92381142-f3c2-4c50-a72a-2c8943ffaf17,1627776000000,
,35fc780a-773e-45dc-a654-a8a0b08c38ba.extra_data.json,0.0,200100,1465.0382,2021-07-17 15:44:47.590,2021-07-16 15:00:00.546,9.884408,V57RQzDK0T,com.sec.android.app.shealth,35fc780a-773e-45dc-a654-a8a0b08c38ba,1626480000000,
,9012bf94-161f-4f63-8092-e5a573ccafce.extra_data.json,0.0,26013,1467.9968,2021-08-08 15:36:39.497,2021-08-07 16:14:46.004,1.4338523,V57RQzDK0T,com.sec.android.app.shealth,9012bf94-161f-4f63-8092-e5a573ccafce,1628380800000,
,ebdbdd02-a37e-45b0-a84d-bd844a5d4464.extra_data.json,0.0,26012,1467.9968,2021-09-05 15:00:01.168,2021-09-04 15:03:46.854,2.0147245,V57RQzDK0T,com.sec.android.app.shealth,ebdbdd02-a37e-45b0-a84d-bd844a5d4464,1630800000000,
,cbb0a60d-e226-413b-8e43-fe92a354971e.extra_data.json,0.0,500643,1459.9303,2021-08-29 15:01:16.545,2021-08-28 15:00:01.666,28.388725,V57RQzDK0T,com.sec.android.app.shealth,cbb0a60d-e226-413b-8e43-fe92a354971e,1630195200000,
,b3674b7f-37f7-46d4-a86f-d9218c41a2c7.extra_data.json,0.0,4261494,1396.0114,2021-07-23 17:16:04.690,2021-07-22 15:00:00.730,227.3401,V57RQzDK0T,com.sec.android.app.shealth,b3674b7f-37f7-46d4-a86f-d9218c41a2c7,1626998400000,
,1b0ba8c8-1cb7-4db9-beff-bb7c4d7b1d5e.extra_data.json,0.0,4669,1468.3596,2021-08-07 16:14:46.177,2021-08-06 15:40:59.356,0.24323869,V57RQzDK0T,com.sec.android.app.shealth,1b0ba8c8-1cb7-4db9-beff-bb7c4d7b1d5e,1628294400000,
,0e5f7818-51bb-4ee5-a632-58fd9de730d7.extra_data.json,0.0,3239003,1413.3895,2021-07-28 15:00:02.212,2021-07-27 15:00:01.576,175.24248,V57RQzDK0T,com.sec.android.app.shealth,0e5f7818-51bb-4ee5-a632-58fd9de730d7,1627430400000,
,c2d6d6e3-4505-49f4-bf40-b73ce10008c2.extra_data.json,0.0,385526,1461.8867,2021-08-14 15:00:01.554,2021-08-13 16:18:30.121,20.577744,V57RQzDK0T,com.sec.android.app.shealth,c2d6d6e3-4505-49f4-bf40-b73ce10008c2,1628899200000,
,34516eb2-eeee-4caa-8ed5-86a59acf6bcb.extra_data.json,0.0,2516561,1425.668,2021-08-20 17:11:59.798,2021-08-19 15:00:00.465,132.89148,V57RQzDK0T,com.sec.android.app.shealth,34516eb2-eeee-4caa-8ed5-86a59acf6bcb,1629417600000,
,93264689-d979-4a3f-8099-2c5cc542eb2e.extra_data.json,0.0,1512489,1442.733,2021-09-04 15:03:47.140,2021-09-03 15:00:01.226,79.5909,V57RQzDK0T,com.sec.android.app.shealth,93264689-d979-4a3f-8099-2c5cc542eb2e,1630713600000,
,1dd72c83-2475-45ad-a9be-21b318ab7428.extra_data.json,0.0,1133318,1449.1774,2021-09-16 17:47:04.905,2021-09-10 15:00:00.855,64.93118,V57RQzDK0T,com.sec.android.app.shealth,1dd72c83-2475-45ad-a9be-21b318ab7428,1631318400000,
,1202b304-57d9-40f2-aec5-fb7cff622fde.extra_data.json,0.0,3939627,1401.4819,2021-08-13 16:18:30.678,2021-08-12 15:34:02.636,216.48795,V57RQzDK0T,com.sec.android.app.shealth,1202b304-57d9-40f2-aec5-fb7cff622fde,1628812800000,
,ffd6fe5b-1876-4774-a774-15af607573b6.extra_data.json,0.0,1916139,1435.8727,2021-08-28 03:21:27.946,2021-08-02 15:06:01.951,103.36156,V57RQzDK0T,com.sec.android.app.shealth,ffd6fe5b-1876-4774-a774-15af607573b6,1627948800000,
,440517ea-fb9d-4697-930a-de3e85028661.extra_data.json,0.0,4058432,1399.4626,2021-07-29 15:57:01.275,2021-07-28 15:00:01.836,221.85222,V57RQzDK0T,com.sec.android.app.shealth,440517ea-fb9d-4697-930a-de3e85028661,1627516800000,
,2cfd308f-5321-4537-9af3-9b0bddf3dc03.extra_data.json,0.0,0,1468.4391,2021-08-31 09:56:54.381,2021-08-03 15:00:02.241,0.0,V57RQzDK0T,com.sec.android.app.shealth,2cfd308f-5321-4537-9af3-9b0bddf3dc03,1628035200000,
,fc4547fb-8593-497e-856a-a698343b0891.extra_data.json,0.0,4446968,1392.8591,2021-09-16 17:47:04.860,2021-09-09 15:00:01.935,242.44775,V57RQzDK0T,com.sec.android.app.shealth,fc4547fb-8593-497e-856a-a698343b0891,1631232000000,
,7ce09a85-746d-440e-a15f-782d827a48ef.extra_data.json,0.0,5241448,1379.3563,2021-08-28 02:23:12.493,2021-08-25 15:00:01.567,290.96103,V57RQzDK0T,com.sec.android.app.shealth,7ce09a85-746d-440e-a15f-782d827a48ef,1629936000000,
,e278c9c5-40f1-4ced-91f7-aadb25035aab.extra_data.json,0.0,3037831,1416.8086,2021-08-09 15:00:02.341,2021-08-08 15:36:39.330,171.71176,V57RQzDK0T,com.sec.android.app.shealth,e278c9c5-40f1-4ced-91f7-aadb25035aab,1628467200000,
,98af222d-1474-4690-b71b-e6a6945c4e2a.extra_data.json,0.0,5549497,1374.1207,2021-09-17 17:07:03.065,2021-09-16 15:00:00.980,310.11224,V57RQzDK0T,com.sec.android.app.shealth,98af222d-1474-4690-b71b-e6a6945c4e2a,1631836800000,
,c7e8257f-5ccd-4d9a-9bb2-a7a998c702ad.extra_data.json,0.0,2876021,1419.5586,2021-08-20 17:11:59.780,2021-08-18 15:00:00.975,163.79706,V57RQzDK0T,com.sec.android.app.shealth,c7e8257f-5ccd-4d9a-9bb2-a7a998c702ad,1629331200000,
,0341e1a9-495e-4c7c-9f05-8e1a234fffe8.extra_data.json,0.0,2022253,1434.0691,2021-08-25 15:00:02.061,2021-08-24 15:00:01.593,107.66968,V57RQzDK0T,com.sec.android.app.shealth,0341e1a9-495e-4c7c-9f05-8e1a234fffe8,1629849600000,
,81ea170f-cd09-405f-ad7e-5bf8b4422b14.extra_data.json,0.0,1919873,1435.8092,2021-09-23 15:00:00.568,2021-09-22 15:00:01.301,107.038536,V57RQzDK0T,com.sec.android.app.shealth,81ea170f-cd09-405f-ad7e-5bf8b4422b14,1632355200000,
,700bb791-7a09-4bfe-95ce-c5013d5b8666.extra_data.json,0.0,3233355,1413.4856,2021-09-01 15:00:05.584,2021-08-31 15:00:00.892,192.89957,V57RQzDK0T,com.sec.android.app.shealth,700bb791-7a09-4bfe-95ce-c5013d5b8666,1630454400000,
,4f64fc05-9e7a-4a89-bdb2-3f8a59ab5e64.extra_data.json,0.0,1065537,1450.3293,2021-08-15 15:00:02.080,2021-08-14 15:00:01.327,77.81372,V57RQzDK0T,com.sec.android.app.shealth,4f64fc05-9e7a-4a89-bdb2-3f8a59ab5e64,1628985600000,
,33c92710-82c5-4380-bac3-84869f3e2637.extra_data.json,0.0,6114822,1364.5126,2021-09-16 17:47:05.096,2021-09-15 15:00:01.570,337.0728,V57RQzDK0T,com.sec.android.app.shealth,33c92710-82c5-4380-bac3-84869f3e2637,1631750400000,
,c2be96ce-44b1-47ec-8ce9-cccce1b619f2.extra_data.json,0.0,3191879,1414.1904,2021-08-10 15:00:08.965,2021-08-09 15:00:02.031,177.65225,V57RQzDK0T,com.sec.android.app.shealth,c2be96ce-44b1-47ec-8ce9-cccce1b619f2,1628553600000,
,1b0834db-8a50-46f3-9ab1-00ae8c9be32e.extra_data.json,0.0,2586190,1424.4846,2021-09-01 13:41:22.857,2021-08-30 15:00:00.998,140.2981,V57RQzDK0T,com.sec.android.app.shealth,1b0834db-8a50-46f3-9ab1-00ae8c9be32e,1630368000000,
