com.samsung.health.nutrition,6196009,3
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,start_time,custom,sodium,dietary_fiber,total_fat,update_time,create_time,meal_type,monosaturated_fat,protein,polysaturated_fat,iron,sugar,title,added_sugar,calcium,calorie,time_offset,deviceuuid,saturated_fat,trans_fat,pkg_name,carbohydrate,datauuid
800.7,289.0,35.2,,182.4,2021-07-08 06:13:05.178,,1526.8,6.1,5.0,2021-07-08 06:14:02.537,2021-07-08 06:14:02.537,100002,1.0,23.1,1.6,2.5,0.0,점심,,79.0,458.0,UTC+0900,QyB8D3zs1J,0.5,0.0,com.sec.android.app.shealth,80.8,83abb4e5-9235-4415-932c-e403e86e4c95,
1151.0,41.0,53.0,0.0,282.0,2021-07-10 04:17:07.830,,2128.0,7.4,31.1,2021-07-10 06:47:40.464,2021-07-10 06:36:09.527,100002,12.3,39.3,6.5,32.0,18.2,점심,0.0,13.0,952.0,UTC+0900,QyB8D3zs1J,8.5,0.0,com.sec.android.app.shealth,128.3,f0ad15a2-d0b2-4a70-8083-1569e22a2534,
1346.0,59.0,36.0,0.0,64.0,2021-07-12 11:06:00.000,,674.0,11.2,22.4,2021-07-12 14:12:31.311,2021-07-12 14:12:31.311,100003,8.1,34.4,4.7,36.0,18.6,저녁,0.0,11.0,996.0,UTC+0900,QyB8D3zs1J,6.5,0.0,com.sec.android.app.shealth,167.6,be131dea-c6a7-4a14-ad02-c6ed8ca2bab1,
836.0,31.0,8.0,0.0,131.0,2021-07-08 12:13:29.128,,1545.0,2.7,34.4,2021-07-08 12:22:25.703,2021-07-08 12:16:02.240,100003,13.6,38.1,2.8,29.0,15.4,저녁,0.0,7.0,710.0,UTC+0900,QyB8D3zs1J,14.2,0.0,com.sec.android.app.shealth,59.5,d2a16745-6449-454f-a702-36728a5833f2,
163.0,4.0,0.0,0.0,73.0,2021-07-14 09:48:01.361,,266.0,0.3,14.8,2021-07-14 09:48:01.364,2021-07-14 09:46:41.252,100006,6.1,19.1,3.7,7.0,11.1,저녁 간식,0.0,1.0,294.0,UTC+0900,QyB8D3zs1J,3.7,0.0,com.sec.android.app.shealth,19.5,7e8f9873-314c-4c2b-840e-41b307ed014c,
603.0,15.0,14.0,0.0,86.0,2021-07-10 10:15:35.552,,3963.0,5.5,23.7,2021-07-10 12:05:35.161,2021-07-10 12:02:04.189,100003,4.1,34.7,4.0,21.0,31.9,저녁,0.0,11.0,902.0,UTC+0900,QyB8D3zs1J,1.9,0.5,com.sec.android.app.shealth,140.8,82b7fd0b-17ec-42a7-be5d-72db7d576dbf,
1920.0,0.0,72.0,0.0,0.0,2021-07-16 09:59:09.877,,1280.0,9.2,0.4,2021-07-16 09:59:58.124,2021-07-16 09:59:37.257,100006,0.0,9.2,0.0,8.0,4.4,저녁 간식,0.0,0.0,440.0,UTC+0900,QyB8D3zs1J,0.0,0.0,com.sec.android.app.shealth,102.0,cb5cc9af-4687-4081-be4e-f5804e29acda,
1346.0,59.0,36.0,0.0,64.0,2021-07-12 11:06:00.000,,674.0,11.2,22.4,2021-07-12 14:12:31.350,2021-07-12 14:12:31.350,100003,8.1,34.4,4.7,36.0,18.6,저녁,0.0,11.0,996.0,UTC+0900,QyB8D3zs1J,6.5,0.0,com.sec.android.app.shealth,167.6,9e03a44f-03db-47f9-85ed-43bdd194ac90,
606.0,38.0,58.0,0.0,32.0,2021-07-19 04:03:08.140,,890.0,5.7,6.4,2021-07-19 05:37:10.147,2021-07-19 05:36:06.553,100002,1.7,15.3,2.4,28.0,3.6,점심,0.0,11.0,308.0,UTC+0900,QyB8D3zs1J,1.1,0.0,com.sec.android.app.shealth,49.3,549f8bfd-0529-44f8-b122-b67d58f0704f,
362.0,4.0,5.0,0.0,42.0,2021-07-14 12:00:00.000,,1336.0,2.8,9.1,2021-07-14 14:42:53.956,2021-07-14 14:38:22.774,100003,0.8,20.4,0.9,12.0,34.5,저녁,0.0,5.0,605.0,UTC+0900,QyB8D3zs1J,3.0,0.0,com.sec.android.app.shealth,109.9,a9183170-0d62-4a13-b1fb-f047d59d4667,
2784.5,83.5,76.0,0.0,320.0,2021-07-21 04:07:00.000,,3711.0,12.2,39.9,2021-07-21 07:46:32.896,2021-07-21 07:45:05.555,100002,15.2,109.5,13.3,204.0,32.2,점심,0.0,38.0,1244.0,UTC+0900,QyB8D3zs1J,6.3,0.0,com.sec.android.app.shealth,111.7,a0b4a649-2669-4bdf-a02f-b444e12d9b3d,
496.0,3.0,138.0,0.0,7.0,2021-07-23 06:37:25.665,,52.0,0.5,2.9,2021-07-23 07:24:45.587,2021-07-23 07:23:48.274,100005,0.0,4.7,0.0,3.0,32.8,오후 간식,0.0,2.0,202.0,UTC+0900,QyB8D3zs1J,1.7,0.0,com.sec.android.app.shealth,39.7,29e7fc3a-aaea-4d95-83fa-c51cd661172d,
98.0,2.0,13.0,0.0,7.0,2021-07-16 11:33:00.000,,2023.0,0.8,4.5,2021-07-16 14:32:21.632,2021-07-16 14:30:48.378,100003,0.0,15.5,0.0,2.0,23.0,저녁,0.0,2.0,534.0,UTC+0900,QyB8D3zs1J,2.2,0.0,com.sec.android.app.shealth,107.6,8d7edaac-0ce1-4a07-9cd3-350f4ca4c064,
923.0,31.0,8.0,0.0,131.0,2021-07-25 11:23:59.195,,1420.0,2.9,34.6,2021-07-25 11:49:14.866,2021-07-25 11:48:29.425,100003,13.8,41.9,2.7,30.0,14.4,저녁,0.0,6.0,856.0,UTC+0900,QyB8D3zs1J,14.3,0.0,com.sec.android.app.shealth,90.7,993453a5-bd09-4239-85fb-1b4d7d64ee49,
1973.5,1.4,0.0,0.0,199.0,2021-07-19 12:06:35.485,,3133.5,6.0,93.1,2021-07-19 14:09:28.545,2021-07-19 05:37:52.497,100003,40.3,65.7,10.1,30.4,27.3,저녁,0.0,2.4,1297.0,UTC+0900,QyB8D3zs1J,32.4,0.0,com.sec.android.app.shealth,47.5,5add5288-9045-46db-b37d-d283a9db1e0b,
0.0,0.0,0.0,0.0,40.0,2021-07-28 07:01:36.512,,595.0,0.0,16.0,2021-07-28 07:14:01.673,2021-07-28 07:13:14.722,100005,0.0,7.0,0.0,0.0,11.0,오후 간식,0.0,0.0,225.0,UTC+0900,QyB8D3zs1J,7.0,0.0,com.sec.android.app.shealth,14.0,c8ef70c6-bc19-42ca-9af7-e199d71a8c9f,
83.0,2.0,0.0,0.0,5.0,2021-07-21 07:46:59.664,,5.0,0.0,1.2,2021-07-21 07:47:14.210,2021-07-21 07:47:14.210,100005,0.3,0.2,0.0,0.0,1.7,오후 간식,0.0,0.0,20.0,UTC+0900,QyB8D3zs1J,0.7,0.0,com.sec.android.app.shealth,1.8,0b6e6980-a248-48f5-ad6d-97042c0c10ab,
140.0,2.0,0.0,0.0,52.0,2021-07-30 08:17:50.270,,761.0,0.0,17.4,2021-07-30 08:17:50.272,2021-07-30 08:16:51.116,100006,7.8,11.2,1.8,6.0,10.8,저녁 간식,0.0,2.0,255.0,UTC+0900,QyB8D3zs1J,6.0,0.0,com.sec.android.app.shealth,11.8,ff63a4de-2184-4f84-962f-89c22ac7c9e4,
1006.0,57.0,23.0,0.0,109.0,2021-07-23 11:15:00.000,,838.0,9.6,36.0,2021-07-23 13:20:12.607,2021-07-23 13:18:57.406,100003,7.8,46.6,4.4,28.0,3.8,저녁,0.0,7.0,830.0,UTC+0900,QyB8D3zs1J,7.5,0.0,com.sec.android.app.shealth,84.9,c0755d2d-cd71-46f5-ab46-b47ff5dbb080,
793.0,57.3,57.3,0.0,44.0,2021-08-01 03:49:53.598,,1615.0,7.4,17.0,2021-08-01 05:53:08.147,2021-08-01 05:50:34.838,100002,1.3,15.9,1.6,17.1,52.8,점심,0.0,9.0,647.0,UTC+0900,QyB8D3zs1J,9.2,0.5,com.sec.android.app.shealth,112.4,30c4a614-3c86-4bd7-b507-651d4a444b12,
1234.0,36.0,107.0,0.0,99.0,2021-07-26 03:00:00.000,,1644.0,5.9,7.8,2021-07-26 11:15:05.904,2021-07-26 11:14:22.343,100002,2.6,17.7,2.6,21.0,11.6,점심,0.0,13.0,491.0,UTC+0900,QyB8D3zs1J,1.4,0.0,com.sec.android.app.shealth,88.5,ab6554df-9788-4589-8619-4a9552298b05,
433.0,21.0,57.0,0.0,7.0,2021-08-03 12:04:37.062,,795.0,2.7,3.7,2021-08-03 12:05:16.026,2021-08-03 12:04:51.561,100003,0.3,10.6,0.4,11.0,14.7,저녁,0.0,9.0,420.0,UTC+0900,QyB8D3zs1J,1.9,0.0,com.sec.android.app.shealth,85.2,5db61d7d-0fb9-4cd4-9273-8aa0c73acba4,
339.0,1.5,3.1,0.0,14.0,2021-08-06 04:18:37.718,,1214.0,1.3,4.7,2021-08-06 05:19:57.618,2021-08-06 05:19:12.646,100002,1.5,14.5,1.3,16.5,10.6,점심,0.0,8.2,428.0,UTC+0900,QyB8D3zs1J,1.1,0.0,com.sec.android.app.shealth,80.6,94bd7b1d-68f1-47bf-b758-e115c3eb4eaa,
335.0,19.0,44.0,0.0,17.0,2021-07-28 09:00:00.000,,1563.0,1.9,10.6,2021-07-28 13:33:33.167,2021-07-28 13:32:29.158,100003,0.3,15.1,0.4,9.0,19.7,저녁,0.0,7.0,578.0,UTC+0900,QyB8D3zs1J,5.9,0.0,com.sec.android.app.shealth,104.6,b66a6283-5369-48ae-8026-4cab389a342e,
1466.0,10.2,4.0,0.0,132.0,2021-08-08 03:45:37.238,,2012.0,4.3,11.6,2021-08-08 05:31:14.862,2021-08-08 05:29:12.863,100002,3.6,78.9,3.5,17.8,53.0,점심,0.0,9.0,973.0,UTC+0900,QyB8D3zs1J,2.3,0.0,com.sec.android.app.shealth,134.1,2c713077-4a5d-41d6-9092-37940b345ade,
70.0,1.0,0.0,0.0,42.0,2021-07-30 11:32:00.000,,2174.0,2.7,14.7,2021-07-30 13:06:31.058,2021-07-30 13:05:12.689,100003,3.9,22.1,0.9,3.0,24.4,저녁,0.0,1.0,672.0,UTC+0900,QyB8D3zs1J,6.1,0.0,com.sec.android.app.shealth,112.9,126de7cb-d0b7-406b-9e5f-8705d7bcdc19,
866.0,16.1,32.8,0.0,240.0,2021-08-10 03:27:00.000,,2493.0,1.3,15.9,2021-08-10 08:16:48.352,2021-08-10 08:14:42.461,100002,5.1,57.1,4.9,19.3,11.1,점심,0.0,8.8,507.0,UTC+0900,QyB8D3zs1J,3.2,0.0,com.sec.android.app.shealth,31.9,f92771f6-0d3f-46bc-bbcf-14cac6986f95,
0.0,0.0,0.0,0.0,0.0,2021-07-09 12:00:00.000,,82.5,0.0,0.0,2021-07-09 12:18:19.878,2021-07-08 15:07:34.478,100006,0.0,0.0,0.0,0.0,9.0,저녁 간식,0.0,0.0,41.0,UTC+0900,QyB8D3zs1J,0.0,0.0,com.sec.android.app.shealth,9.7,2613c86f-a293-4621-829d-02ee099cdb0b,
545.0,6.0,17.0,0.0,27.0,2021-08-01 12:53:00.000,,775.0,3.3,10.9,2021-08-01 13:05:26.964,2021-08-01 13:04:42.299,100003,3.5,23.0,1.6,17.0,13.4,저녁,0.0,5.0,555.0,UTC+0900,QyB8D3zs1J,3.9,0.0,com.sec.android.app.shealth,89.5,47f5fec8-ff7c-4cd7-b265-0bed27d671db,
26.0,0.0,0.0,0.0,0.0,2021-08-12 12:00:00.000,,189.0,0.6,0.8,2021-08-12 13:13:01.015,2021-08-12 08:13:23.692,100006,0.1,1.9,0.3,5.3,23.1,저녁 간식,0.0,3.0,161.0,UTC+0900,QyB8D3zs1J,0.1,0.0,com.sec.android.app.shealth,36.1,4baf3df7-b24c-4d1c-8205-745a9722b316,
244.0,2.0,9.0,0.0,55.0,2021-07-11 04:30:00.000,,1825.0,4.1,8.1,2021-07-11 09:27:34.346,2021-07-11 09:24:34.215,100002,2.2,19.5,0.5,11.0,19.8,점심,0.0,3.0,497.0,UTC+0900,QyB8D3zs1J,3.6,0.0,com.sec.android.app.shealth,84.5,c1fce791-1f2f-406e-acb6-dd15caf4092f,
656.0,22.5,60.1,0.0,21.0,2021-08-04 03:17:17.186,,1929.0,3.2,7.4,2021-08-04 04:18:03.298,2021-08-04 04:17:33.188,100002,1.5,18.4,1.4,22.5,15.3,점심,0.0,16.2,503.0,UTC+0900,QyB8D3zs1J,2.8,0.0,com.sec.android.app.shealth,90.7,5544e74f-6de0-4669-b2fc-0ae4dc4efee0,
339.0,1.5,3.1,0.0,24.0,2021-08-14 03:48:21.797,,1189.0,1.3,7.1,2021-08-14 03:49:47.560,2021-08-14 03:48:52.884,100002,1.5,16.5,1.3,16.5,10.6,점심,0.0,8.2,463.0,UTC+0900,QyB8D3zs1J,2.5,0.0,com.sec.android.app.shealth,81.6,83118b7c-8991-46b7-9988-dfd5b7f298bf,
339.0,1.5,3.1,0.0,21.0,2021-08-06 10:25:00.000,,1189.0,1.3,7.1,2021-08-06 14:49:49.207,2021-08-06 14:49:10.197,100003,1.5,16.5,1.3,16.5,12.6,저녁,0.0,8.2,473.0,UTC+0900,QyB8D3zs1J,2.8,0.0,com.sec.android.app.shealth,84.6,0c4387eb-9381-49a6-8fe8-80195b835ee7,
1179.0,37.0,82.0,10.0,222.0,2021-07-13 03:05:04.754,,2298.0,6.6,13.3,2021-07-13 03:07:00.180,2021-07-13 03:05:22.304,100002,5.7,30.9,4.2,51.0,9.4,점심,0.0,20.0,839.0,UTC+0900,QyB8D3zs1J,1.6,0.0,com.sec.android.app.shealth,148.4,dae8a70f-aa30-43f6-9cfe-6cfc1b6f289f,
0.0,0.0,0.0,0.0,0.0,2021-08-15 22:21:00.000,,75.0,0.0,0.8,2021-08-16 05:09:39.902,2021-08-16 05:08:52.897,100001,0.0,1.0,0.0,0.0,15.4,아침,0.0,0.0,80.0,UTC+0900,QyB8D3zs1J,0.0,0.0,com.sec.android.app.shealth,16.9,a6acdfd0-7e5b-4e1f-9824-3473c8836a8b,
0.0,0.0,0.0,0.0,0.0,2021-08-08 12:01:00.000,,1865.0,0.0,16.0,2021-08-08 13:06:37.961,2021-08-08 13:06:20.712,100003,0.0,11.0,0.0,0.0,14.0,저녁,0.0,0.0,545.0,UTC+0900,QyB8D3zs1J,8.0,0.0,com.sec.android.app.shealth,89.0,9864e024-f008-4721-988a-4d8f9564ec57,
1440.0,0.0,54.0,0.0,0.0,2021-07-14 22:53:08.312,,960.0,6.9,0.3,2021-07-14 23:24:36.874,2021-07-14 23:23:40.535,100001,0.0,6.9,0.0,6.0,3.3,아침,0.0,0.0,330.0,UTC+0900,QyB8D3zs1J,0.0,0.0,com.sec.android.app.shealth,76.5,9521b575-4096-491a-a206-b1f3bc1a4aeb,
38.7,0.0,0.0,0.0,12.0,2021-08-18 23:00:00.000,,316.7,0.8,5.0,2021-08-19 04:38:47.636,2021-08-19 04:38:06.672,100001,0.1,6.0,0.4,8.0,6.3,아침,0.0,4.4,168.0,UTC+0900,QyB8D3zs1J,2.7,0.0,com.sec.android.app.shealth,24.2,167c454e-fd7c-4a6a-b692-a50f916a3e1e,
126.0,6.2,0.6,0.0,12.0,2021-08-10 21:29:11.938,,383.0,1.2,5.1,2021-08-11 00:15:08.552,2021-08-11 00:14:21.059,100001,0.6,5.7,0.3,3.0,5.5,아침,0.0,0.8,104.0,UTC+0900,QyB8D3zs1J,2.7,0.0,com.sec.android.app.shealth,9.1,3bd314f8-79a7-43e1-b416-74a6157c5bd8,
1495.0,38.0,46.0,5.0,600.0,2021-07-17 04:09:16.188,,1915.0,5.3,24.8,2021-07-17 05:52:10.084,2021-07-17 05:49:43.186,100002,9.0,59.6,6.5,43.0,17.6,점심,0.0,21.0,614.0,UTC+0900,QyB8D3zs1J,5.3,0.0,com.sec.android.app.shealth,38.2,4aa219b2-43dd-43e1-b7f7-427e03f81748,
730.0,153.6,27.5,0.0,422.0,2021-10-21 00:11:36.849,,324.0,4.9,10.6,2021-10-21 01:57:28.565,2021-10-21 01:56:07.289,100001,4.0,15.0,1.5,11.9,11.6,아침,0.0,8.2,347.0,UTC+0900,QyB8D3zs1J,3.2,0.0,com.sec.android.app.shealth,46.8,471eaa29-d47f-4865-b349-89f4e1396361,
446.0,3.1,6.2,0.0,28.0,2021-08-12 12:01:00.000,,2418.0,1.0,38.0,2021-08-12 13:14:15.666,2021-08-12 13:11:39.078,100003,2.4,42.0,2.0,23.0,21.2,저녁,0.0,14.4,1226.0,UTC+0900,QyB8D3zs1J,1.8,0.0,com.sec.android.app.shealth,178.0,1e1d9607-7fa8-4ebd-a02f-923b664b8eab,
0.0,0.0,0.0,0.0,12.0,2021-07-19 23:00:00.000,,53.0,0.0,3.9,2021-07-20 04:13:23.629,2021-07-20 04:13:23.629,100001,0.0,3.2,0.0,0.0,4.7,아침,0.0,0.0,65.0,UTC+0900,QyB8D3zs1J,2.6,0.0,com.sec.android.app.shealth,4.7,1912147e-e3cb-4a86-9950-445a35b94e7f,
634.5,20.5,35.8,0.0,77.0,2021-10-30 03:00:00.000,,1682.0,2.4,14.2,2021-10-30 09:04:46.843,2021-10-30 09:03:08.324,100002,5.5,22.0,2.2,25.4,2.0,점심,0.0,14.4,530.0,UTC+0900,QyB8D3zs1J,3.8,0.0,com.sec.android.app.shealth,76.8,5ec18c95-e42b-45f8-a46d-0bbd23247fe7,
1601.0,33.0,10.0,0.0,209.0,2021-08-14 12:07:00.000,,1966.0,8.2,41.6,2021-08-14 13:32:21.893,2021-08-14 13:31:34.032,100003,16.1,59.2,7.0,73.0,14.6,저녁,0.0,14.0,1024.0,UTC+0900,QyB8D3zs1J,14.4,0.0,com.sec.android.app.shealth,103.0,10273dbe-18c5-41c1-bb83-ced383aa13b8,
1810.5,66.0,103.5,0.0,402.0,2021-07-09 03:00:00.000,,1880.0,8.1,59.1,2021-07-09 14:57:12.054,2021-07-09 06:10:21.240,100002,23.2,76.4,10.5,37.0,32.6,점심,0.0,14.0,1590.0,UTC+0900,QyB8D3zs1J,16.6,0.0,com.sec.android.app.shealth,191.4,0f99d7d3-0d12-4b20-a7af-7b09496c0e98,
1048.0,26.0,83.0,0.0,0.0,2021-07-21 12:03:00.000,,659.0,5.8,4.8,2021-07-21 14:15:12.988,2021-07-21 14:12:55.951,100003,1.2,16.3,1.9,32.0,10.7,저녁,0.0,23.0,555.0,UTC+0900,QyB8D3zs1J,0.7,0.0,com.sec.android.app.shealth,115.9,6b267a9b-d0c2-43a6-af99-e9aaaab3111b,
1393.0,26.7,70.7,5.0,209.0,2021-08-16 12:09:00.000,,2719.0,4.0,22.8,2021-08-16 13:38:08.416,2021-08-16 13:35:38.743,100003,8.2,55.4,6.3,48.6,2.5,저녁,0.0,20.9,738.0,UTC+0900,QyB8D3zs1J,5.4,0.2,com.sec.android.app.shealth,78.6,4c909dee-95d3-467a-8c60-de3db750c82a,
560.0,9.8,50.7,0.0,26.0,2021-08-19 03:25:50.112,,582.0,5.6,3.9,2021-08-19 04:39:40.488,2021-08-19 04:39:15.896,100002,0.7,21.7,1.1,36.8,12.6,점심,0.0,10.3,492.0,UTC+0900,QyB8D3zs1J,1.0,0.0,com.sec.android.app.shealth,93.1,3d75ec36-0f01-4c93-90a4-81394bab23cb,
126.0,0.0,0.0,0.0,17.0,2021-07-11 12:06:30.296,,629.0,0.0,4.4,2021-07-11 13:01:52.190,2021-07-11 12:58:26.217,100003,0.0,10.6,0.0,1.0,26.8,저녁,0.0,1.0,309.0,UTC+0900,QyB8D3zs1J,1.8,0.0,com.sec.android.app.shealth,57.0,a948cde7-075a-437c-88fa-abef3c1deb5e,
476.0,32.0,49.0,0.0,60.0,2021-07-24 04:08:20.535,,543.0,6.8,6.1,2021-07-24 05:31:05.281,2021-07-24 05:28:55.955,100002,1.2,11.1,1.1,18.0,16.0,점심,0.0,9.0,414.0,UTC+0900,QyB8D3zs1J,2.4,0.0,com.sec.android.app.shealth,79.5,08a0a809-3727-4196-9ceb-62e7543cc698,
238.0,0.0,16.0,0.0,0.0,2021-07-13 04:11:18.433,,10.0,3.5,0.7,2021-07-13 04:14:21.514,2021-07-13 04:13:26.549,100005,0.0,1.6,0.2,3.0,28.2,오후 간식,0.0,2.0,147.0,UTC+0900,QyB8D3zs1J,0.1,0.0,com.sec.android.app.shealth,36.0,265f2a9f-0358-45b5-96f7-eb7fcf47046d,
2334.0,9.5,7.8,5.0,310.0,2021-10-21 03:48:00.000,,3469.0,6.1,22.1,2021-10-21 08:27:19.580,2021-10-21 08:26:35.200,100002,4.9,50.9,11.0,28.1,6.5,점심,0.0,13.8,888.0,UTC+0900,QyB8D3zs1J,3.5,0.0,com.sec.android.app.shealth,117.2,d4158a67-427f-4a82-a465-49d76e9b020a,
1039.0,31.0,8.0,0.0,131.0,2021-07-26 12:39:38.364,,1425.0,3.7,35.6,2021-07-26 12:40:43.919,2021-07-26 12:40:00.945,100003,14.1,47.6,3.0,35.0,14.4,저녁,0.0,7.0,1156.0,UTC+0900,QyB8D3zs1J,14.5,0.0,com.sec.android.app.shealth,155.8,89949b28-ba3f-49fb-9c17-09a07e285f4e,
0.0,0.0,0.0,0.0,16.0,2021-11-02 01:41:02.087,,90.0,2.7,4.0,2021-11-02 01:41:12.719,2021-11-02 01:41:12.719,100001,0.0,5.0,0.0,0.0,14.0,아침,0.0,0.0,135.0,UTC+0900,QyB8D3zs1J,2.6,0.0,com.sec.android.app.shealth,21.0,6c52246d-4a03-48a2-9eee-61dadb059560,
943.0,33.0,62.0,0.0,71.0,2021-07-15 03:08:00.000,,1461.0,5.7,23.0,2021-07-15 14:47:04.301,2021-07-15 14:45:56.124,100002,9.2,32.5,4.7,25.0,16.2,점심,0.0,11.0,828.0,UTC+0900,QyB8D3zs1J,6.5,0.0,com.sec.android.app.shealth,122.4,b4c09090-0e57-4db2-8da2-0a7f1fbef4f7,
335.0,19.0,44.0,0.0,0.0,2021-07-29 04:06:00.000,,1683.0,1.9,11.2,2021-07-29 08:02:43.039,2021-07-29 08:00:46.415,100002,0.3,11.1,0.4,9.0,11.7,점심,0.0,7.0,533.0,UTC+0900,QyB8D3zs1J,4.1,0.0,com.sec.android.app.shealth,95.6,79d8dbb0-4379-4e72-bcdc-79147d2ca796,
98.0,2.0,13.0,0.0,7.0,2021-07-17 11:17:53.364,,2023.0,0.8,4.5,2021-07-17 11:19:07.715,2021-07-17 11:18:18.099,100003,0.0,15.5,0.0,2.0,23.0,저녁,0.0,2.0,534.0,UTC+0900,QyB8D3zs1J,2.2,0.0,com.sec.android.app.shealth,107.6,7ccb4227-ea73-4832-a7c7-a95605c4806a,
1114.0,59.0,36.0,0.0,95.0,2021-07-09 12:11:50.717,,2524.0,9.6,27.8,2021-07-09 14:55:59.272,2021-07-09 12:12:34.640,100003,7.5,36.0,4.1,26.0,21.6,저녁,0.0,9.0,821.0,UTC+0900,QyB8D3zs1J,7.7,0.0,com.sec.android.app.shealth,114.4,d4de9aaa-9dc1-49e9-bef3-d863b625d92b,
0.0,0.0,0.0,0.0,12.0,2021-07-30 23:54:32.372,,53.0,0.0,3.9,2021-07-30 23:54:37.335,2021-07-30 23:54:37.335,100001,0.0,3.2,0.0,0.0,4.7,아침,0.0,0.0,65.0,UTC+0900,QyB8D3zs1J,2.6,0.0,com.sec.android.app.shealth,4.7,575958ab-bbf0-4a91-bcc3-15a04805f2ca,
332.0,15.0,8.0,0.0,245.0,2021-07-20 04:13:28.132,,1654.0,1.5,24.1,2021-07-20 04:17:32.485,2021-07-20 04:14:33.329,100002,3.4,19.1,1.7,7.0,18.3,점심,0.0,4.0,574.0,UTC+0900,QyB8D3zs1J,8.7,0.5,com.sec.android.app.shealth,69.5,ac26eb6b-3cbe-4896-81a3-b1c8b575ad24,
693.0,40.0,26.0,5.0,238.0,2021-07-12 04:12:21.461,,680.0,3.5,14.0,2021-07-12 04:36:39.579,2021-07-12 04:34:34.737,100002,5.6,22.5,2.9,28.0,13.0,점심,0.0,8.0,622.0,UTC+0900,QyB8D3zs1J,3.7,0.0,com.sec.android.app.shealth,98.3,c8d3840f-19bf-4279-bc3f-9aebb81e1b50,
509.0,29.0,59.0,0.0,0.0,2021-08-02 04:37:38.741,,998.0,3.4,2.3,2021-08-02 05:38:35.259,2021-08-02 05:37:49.938,100002,0.5,8.1,0.9,12.0,3.4,점심,0.0,9.0,348.0,UTC+0900,QyB8D3zs1J,0.4,0.0,com.sec.android.app.shealth,73.8,8a2ee117-1037-41a3-92d7-012ec8cd4db2,
