com.samsung.health.floors_climbed,6201005,5
2021-10-22 08:03:20.000,,2021-10-22 09:10:43.326,2021-10-22 09:10:41.843,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-22 08:04:08.000,ed456bf8-1341-49d4-8b72-b54ef10b7105,
2021-10-24 22:55:16.000,,2021-10-25 00:40:58.856,2021-10-25 00:40:58.597,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-24 22:55:36.000,eeb24b3f-665e-4dff-92b3-8ee7d292980f,
2021-10-26 04:30:09.000,,2021-10-26 04:37:17.559,2021-10-26 04:37:17.090,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-26 04:30:46.000,cb07c578-9889-4eb3-a1f4-bf025603cfc2,
2021-10-26 22:59:23.000,,2021-10-27 00:40:41.103,2021-10-27 00:40:40.747,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-26 22:59:41.000,19907674-bac4-4c1d-acd9-46ae3419d37f,
2021-10-28 00:47:54.000,,2021-10-28 00:55:05.657,2021-10-28 00:55:03.905,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-28 00:48:46.000,65d35a75-d16e-4bcf-b533-0961af6a58a7,
2021-10-29 01:18:25.000,,2021-10-29 01:21:21.529,2021-10-29 01:21:21.316,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-29 01:18:46.000,adaf073d-fa84-47a9-8a46-e9424b4df267,
2021-10-29 03:41:00.000,,2021-10-29 03:48:15.822,2021-10-29 03:48:15.777,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-29 03:41:52.000,3d475b45-d023-41fb-b691-9b554218d510,
2021-10-29 23:41:38.000,,2021-10-29 23:51:00.665,2021-10-29 23:51:00.665,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-29 23:42:06.000,481023f3-9bd1-402b-a1ae-a922a8080e63,
2021-10-30 01:08:36.000,,2021-10-30 01:13:49.551,2021-10-30 01:13:49.454,3.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-30 01:10:08.000,4469a61e-de8a-4995-8311-040c7637e054,
2021-10-31 08:03:12.000,,2021-10-31 08:44:30.283,2021-10-31 08:44:29.892,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-31 08:03:20.000,4dd41c34-bdc6-4205-b484-73b633531983,
2021-11-01 03:45:45.000,,2021-11-01 03:49:53.369,2021-11-01 03:49:52.293,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-01 03:46:06.000,00c92799-45be-4679-8d9a-20c771d259bf,
2021-11-01 22:20:21.000,,2021-11-01 22:32:58.614,2021-11-01 22:32:57.793,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-01 22:21:02.000,a428ea06-0137-48de-801f-1c7606ed4b6e,
2021-11-02 03:44:49.000,,2021-11-02 03:50:42.996,2021-11-02 03:50:42.996,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-02 03:45:17.000,9c3a1727-e864-4641-862b-d6c459e8b778,
2021-11-03 03:13:04.000,,2021-11-03 03:23:01.745,2021-11-03 03:23:01.745,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-03 03:13:33.000,9f82ebc1-9f00-450e-9a92-38734b2dac98,
2021-11-03 03:29:04.000,,2021-11-03 03:34:17.990,2021-11-03 03:34:17.716,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-03 03:29:34.000,1e8be68f-0a21-4c9f-bb0e-7ee89433d617,
2021-11-04 02:07:53.000,,2021-11-04 02:11:01.645,2021-11-04 02:11:01.441,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-04 02:08:13.000,e70f76be-de80-4652-ac44-14fdde9f0dea,
2021-11-04 03:35:43.000,,2021-11-04 03:37:46.494,2021-11-04 03:37:46.451,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-04 03:37:27.000,3cea21e3-acd1-4189-8985-f90dfaa66779,
2021-11-05 00:35:01.000,,2021-11-05 01:33:59.242,2021-11-05 01:33:59.087,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-05 00:35:22.000,8e9548a3-a0bd-4ed6-8f62-4d224960af84,
2021-11-05 03:19:22.000,,2021-11-05 03:24:45.398,2021-11-05 03:24:45.324,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-05 03:19:51.000,699c1b7a-10b8-4b9b-b9ed-392bcf352551,
2021-11-08 04:18:16.000,,2021-11-08 04:24:03.257,2021-11-08 04:24:03.050,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-08 04:18:47.000,ce45ede7-fed2-470d-8e6c-4c925fd4c0e7,
2021-11-09 07:36:51.000,,2021-11-09 07:45:28.409,2021-11-09 07:45:27.878,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-09 07:37:32.000,db65c274-da7f-4810-af7b-43250faaa6d9,
2021-11-10 22:22:46.000,,2021-11-10 22:34:59.416,2021-11-10 22:34:57.411,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-10 22:23:31.000,4a75e12e-d777-4d9a-92e7-8391626774b8,
2021-11-11 22:17:29.000,,2021-11-11 22:25:52.246,2021-11-11 22:25:51.191,3.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-11 22:18:46.000,7fb1b548-0384-4e46-8b40-981d6131c1f5,
2021-11-14 12:10:20.000,,2021-11-14 12:16:44.920,2021-11-14 12:16:43.995,3.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-14 12:11:32.000,865b311d-7977-4534-9407-3c93930919b5,
2021-11-15 02:08:25.000,,2021-11-15 02:14:44.297,2021-11-15 02:14:44.255,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-15 02:09:04.000,8f7d4059-accd-4f67-a4c1-c2e5861d85d6,
2021-11-15 03:21:02.000,,2021-11-15 03:30:05.612,2021-11-15 03:30:05.151,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-15 03:21:46.000,77b7cb06-7396-4aa0-bb3b-e8743686eead,
2021-11-16 01:51:41.000,,2021-11-16 02:08:49.305,2021-11-16 02:08:49.198,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-16 01:51:59.000,02a56cb3-4095-4656-8af1-c949bae964df,
2021-11-17 00:20:34.000,,2021-11-17 00:26:11.190,2021-11-17 00:26:10.379,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-17 00:21:11.000,dbf713d8-afce-435a-9ee7-f2d0867b38b2,
2021-11-17 05:59:42.000,,2021-11-17 06:25:21.780,2021-11-17 06:25:21.395,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-17 06:00:18.000,b65d2d72-8631-4495-b588-c43fb0d17b38,
2021-11-19 03:12:44.000,,2021-11-19 03:16:08.629,2021-11-19 03:16:07.944,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-19 03:13:21.000,c3b6bada-78fe-4bca-95f3-d1fc79df56ac,
2021-11-19 03:29:31.000,,2021-11-19 03:34:53.648,2021-11-19 03:34:52.126,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-19 03:30:36.000,17ee90c9-8225-41cb-9801-48a7c25dc3b8,
2021-11-22 01:43:21.000,,2021-11-22 02:55:11.342,2021-11-22 02:55:10.773,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-22 01:43:51.000,db56ec96-0be0-4816-8fd8-332b67195879,
2021-11-22 11:28:42.000,,2021-11-22 21:00:03.402,2021-11-22 21:00:03.090,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-22 11:28:52.000,7afefd2c-c06e-409a-a581-f250a793f9a8,
2021-11-23 22:12:21.000,,2021-11-23 22:18:28.126,2021-11-23 22:18:28.126,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-23 22:12:48.000,8e7e496e-569e-4633-8c99-83ef0bd130c1,
2021-11-24 03:21:30.000,,2021-11-24 03:29:31.461,2021-11-24 03:29:31.423,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-24 03:21:53.000,1ae40296-59d7-4d67-8446-f7440202de3a,
2021-11-25 01:08:26.000,,2021-11-25 01:10:57.062,2021-11-25 01:10:56.941,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-25 01:08:46.000,4e59a875-d447-46f0-9224-465060cd5306,
2021-11-25 03:30:48.000,,2021-11-25 03:33:37.620,2021-11-25 03:33:37.604,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-25 03:31:16.000,1972cf9d-a61a-4de1-8392-3a717db9348b,
2021-11-25 06:14:01.000,,2021-11-25 06:14:25.334,2021-11-25 06:14:25.133,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-25 06:14:19.000,61d438b7-c11a-47d9-917f-73d2bd8d2ca5,
2021-11-26 04:23:36.000,,2021-11-26 04:38:30.108,2021-11-26 04:38:29.956,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-26 04:24:13.000,294f5ec3-1190-4fb7-aac6-7744cafc92ee,
2021-11-26 22:24:42.000,,2021-11-26 22:25:10.327,2021-11-26 22:25:10.194,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-26 22:25:02.000,add24b65-74f8-49c0-bcbb-5f59ab377b7a,
2021-11-27 03:36:39.000,,2021-11-27 03:39:47.524,2021-11-27 03:39:46.973,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-27 03:37:09.000,a69da25e-d254-4698-8832-65d7f1fed320,
2021-11-27 05:33:35.000,,2021-11-27 05:36:36.510,2021-11-27 05:36:36.444,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-27 05:33:53.000,ab918798-1a66-4aca-883d-78a6851626cc,
2021-11-29 03:32:41.000,,2021-11-29 03:35:31.069,2021-11-29 03:35:30.671,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-29 03:33:38.000,a61e2e54-29b8-4671-824c-232684fcd68b,
2021-11-29 03:50:45.000,,2021-11-29 04:05:55.695,2021-11-29 04:05:55.344,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-29 03:51:13.000,bc55badb-b2b9-41c5-a684-3f7800939400,
2021-11-30 22:18:46.000,,2021-11-30 22:20:54.718,2021-11-30 22:20:53.672,3.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-11-30 22:20:12.000,1b8a4cb6-c058-4075-9d8d-111d2b53bb48,
2021-12-01 23:20:43.000,,2021-12-01 23:29:52.903,2021-12-01 23:29:52.573,3.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-01 23:21:59.000,512038e7-5196-46f2-b8aa-173462a32beb,
2021-12-02 03:16:09.000,,2021-12-02 03:19:40.360,2021-12-02 03:19:39.790,4.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-02 03:17:46.000,b2feba58-8a74-4613-8d2a-d825d32a08eb,
2021-12-03 03:24:19.000,,2021-12-03 03:26:12.943,2021-12-03 03:25:50.353,3.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-03 03:26:06.000,700aa1c4-6eee-4e09-9f1a-cf41923cea05,
2021-12-04 01:02:54.000,,2021-12-04 01:08:56.576,2021-12-04 01:08:56.260,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-04 01:03:25.000,c6812663-79be-4844-91b3-0ff26a58a73d,
2021-12-06 03:35:12.000,,2021-12-06 03:42:54.493,2021-12-06 03:42:54.466,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-06 03:35:45.000,bf80a4ff-645d-4508-b066-c20d020b61b5,
2021-12-06 22:15:43.000,,2021-12-06 22:19:14.825,2021-12-06 22:19:14.726,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-06 22:16:24.000,769c0ecf-0a9e-4335-b14d-a73d6f46cc29,
2021-12-08 03:06:46.000,,2021-12-08 03:14:00.183,2021-12-08 03:08:19.136,5.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-08 03:08:53.000,d648913b-6bda-44c5-9048-eb1d901b4c4b,
2021-12-08 22:19:15.000,,2021-12-08 22:21:31.102,2021-12-08 22:21:30.281,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-08 22:20:04.000,ea6c21ad-472e-4145-b5d0-228e05c6ae8d,
2021-12-09 01:44:30.999,,2021-12-09 01:51:37.822,2021-12-09 01:51:37.710,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-09 01:44:50.000,60d91bbf-8d04-4fcc-8bc8-1a06181e6a10,
2021-12-09 22:17:49.000,,2021-12-09 22:20:04.498,2021-12-09 22:20:04.020,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-09 22:18:12.000,4345337e-7bca-4da8-a612-5814f3110e13,
2021-12-10 09:59:37.000,,2021-12-10 10:00:40.978,2021-12-10 10:00:40.766,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-10 10:00:00.000,6a46660a-5ce7-4b21-b6b6-5ce4a9a4baec,
2021-12-14 03:47:41.999,,2021-12-14 03:51:08.196,2021-12-14 03:51:06.850,5.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-14 03:49:55.001,42652317-3b2a-4f80-9a29-29aaa07bd598,
2021-12-14 22:16:53.000,,2021-12-14 22:18:57.659,2021-12-14 22:18:57.367,3.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-14 22:18:01.000,e02654b2-b043-4094-b4b3-7d980ddf8c74,
2021-12-16 22:15:16.001,,2021-12-16 22:16:53.869,2021-12-16 22:16:53.357,3.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-12-16 22:16:07.000,05fb637a-fbcf-4e0e-8e45-599b682d9133,
2021-10-11 22:15:44.000,,2021-10-11 22:21:57.468,2021-10-11 22:21:57.468,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-11 22:16:13.000,af16ebc9-e2a1-4b3b-91bc-ea2c6d12e00b,
2021-10-13 00:00:36.000,,2021-10-13 00:02:24.986,2021-10-13 00:02:24.902,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-13 00:01:21.000,af0ba955-6a83-4d47-82ac-267409d4e348,
2021-10-13 07:08:28.000,,2021-10-13 07:10:16.595,2021-10-13 07:10:16.391,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-13 07:09:30.000,c0f5ed9b-d0c4-4d18-8067-ab847f0ac70b,
2021-10-14 23:07:46.000,,2021-10-14 23:12:28.725,2021-10-14 23:12:28.299,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-14 23:08:02.000,066801d1-6b68-4357-8568-470843203379,
2021-10-15 01:32:24.000,,2021-10-15 01:38:26.583,2021-10-15 01:38:26.365,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-15 01:32:46.000,2b0d8306-4287-44e2-abc5-07fce7969cb2,
2021-10-17 22:12:19.000,,2021-10-17 22:20:22.567,2021-10-17 22:20:22.246,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-17 22:13:10.000,f754c51d-6a76-4fcd-97e9-fb997c4a7631,
2021-10-18 01:49:36.000,,2021-10-18 01:56:58.989,2021-10-18 01:56:58.571,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-18 01:49:57.000,133e26ac-b0d5-4120-aba2-e8ce64a742b5,
2021-10-18 22:12:42.000,,2021-10-18 22:21:53.730,2021-10-18 22:21:53.730,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-18 22:13:10.000,b6bea56a-da5e-456d-880f-9fac36a4fd8a,
2021-10-19 22:15:29.000,,2021-10-19 22:18:28.086,2021-10-19 22:18:27.738,3.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-19 22:16:43.000,8698fdf6-7fa6-457b-8b5f-9f8671d4828b,
2021-10-20 01:41:10.000,,2021-10-20 01:56:29.636,2021-10-20 01:56:29.336,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-20 01:41:32.000,89251c74-f719-47c9-8097-10668baea94f,
2021-10-20 22:32:01.000,,2021-10-20 23:23:22.929,2021-10-20 23:23:22.286,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-20 22:32:18.000,7f032753-ff20-406a-880e-94bd4ac302b9,
2021-10-21 04:08:21.000,,2021-10-21 04:12:29.246,2021-10-21 04:12:28.556,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-21 04:09:03.000,8ffd1db7-63a0-4fa3-9f27-696f6dd282f5,
2021-10-21 22:13:57.000,,2021-10-21 22:18:13.235,2021-10-21 22:18:12.169,3.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-21 22:15:05.000,8799bbe6-828e-4cd0-91c2-8543e6257495,
2021-10-23 04:01:26.000,,2021-10-23 04:11:14.591,2021-10-23 04:11:13.878,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-23 04:01:58.000,86c0075a-00d2-4081-8f68-551c865e424c,
2021-10-11 22:20:10.000,,2021-10-11 22:21:58.246,2021-10-11 22:21:57.650,3.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-11 22:21:23.000,9709f8ff-0b35-4486-93a4-7553184187b5,
2021-10-25 01:01:54.000,,2021-10-25 03:25:50.492,2021-10-25 03:25:49.663,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-25 01:02:16.000,d5cc41e8-d756-4a2a-8478-f0ec7c36e8e7,
2021-10-13 00:08:34.000,,2021-10-13 00:12:24.473,2021-10-13 00:08:59.024,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-13 00:09:02.000,573830ad-9382-4167-a982-ccb9505fb6e5,
2021-10-26 04:34:06.000,,2021-10-26 04:37:18.581,2021-10-26 04:37:17.989,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-26 04:34:29.000,bb06ef84-1532-47ed-a20a-4da38ae96535,
2021-10-13 21:06:45.000,,2021-10-13 21:08:49.915,2021-10-13 21:08:49.842,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-13 21:07:12.000,93ab3ddd-7be5-41c4-abf2-abae1691bc35,
2021-10-27 09:37:43.000,,2021-10-27 09:57:43.338,2021-10-27 09:57:42.884,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-27 09:38:16.000,1adafefa-82f9-43ab-ae82-2acf07491b5b,
2021-10-14 23:12:52.000,,2021-10-14 23:15:32.427,2021-10-14 23:15:32.183,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-14 23:13:21.000,4c111cdc-88b3-4ea3-9a44-97ed40fafea1,
2021-10-28 03:31:37.000,,2021-10-28 03:57:00.043,2021-10-28 03:56:59.262,4.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-28 03:34:28.000,2b0261fc-0fa3-4021-bb56-bd8697254be9,
2021-10-15 01:43:41.000,,2021-10-15 02:00:43.061,2021-10-15 02:00:42.762,2.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-15 01:44:40.000,b0abcd55-5025-476a-937a-10b47276c2e3,
2021-10-29 01:21:06.000,,2021-10-29 01:25:59.823,2021-10-29 01:21:25.932,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-29 01:21:30.000,1a2c7632-1c51-4f45-9f42-1ff0ab4e44b1,
2021-10-17 22:16:05.000,,2021-10-17 22:20:23.965,2021-10-17 22:20:23.011,3.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-17 22:17:09.000,d7048999-7ce1-4146-a31f-cf39fff61840,
2021-10-29 03:42:58.000,,2021-10-29 03:48:15.861,2021-10-29 03:48:15.839,1.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-29 03:43:24.000,303eb3a5-cc23-4869-8770-82150cd40023,
2021-10-18 02:01:02.000,,2021-10-18 02:16:41.201,2021-10-18 02:16:40.585,3.0,UTC+0900,MN1BiSH8rg,com.sec.android.app.shealth,2021-10-18 02:02:08.000,14aed1b1-c4df-4002-8618-ced62b93b748,
