com.samsung.shealth.step_daily_trend,1144003,6
1.500000,1629331200000,com.sec.android.app.shealth,442,03ebfa67-d5af-4a9b-8569-61c58ba17250.binning_data,com.sec.android.app.shealth,-2,12.855104,VfS0qUERdZ,03ebfa67-d5af-4a9b-8569-61c58ba17250,284.789999,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,1629417600000,com.sec.android.app.shealth,643,c8245463-46c7-41c5-a459-d4d9c474f83d.binning_data,com.sec.android.app.shealth,0,18.586390,m5awt1XVZi,c8245463-46c7-41c5-a459-d4d9c474f83d,411.760000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,1629417600000,com.sec.android.app.shealth,643,ff687b22-c54c-477a-a645-7b8266176848.binning_data,com.sec.android.app.shealth,-2,18.586390,VfS0qUERdZ,ff687b22-c54c-477a-a645-7b8266176848,411.760000,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,1629504000000,com.sec.android.app.shealth,708,91d16cb2-2e96-4c0e-8933-bd9a6680a80a.binning_data,com.sec.android.app.shealth,0,21.405764,m5awt1XVZi,91d16cb2-2e96-4c0e-8933-bd9a6680a80a,474.220002,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,1629504000000,com.sec.android.app.shealth,708,8bfa8178-6e99-4cc0-817d-6aa1ae18601f.binning_data,com.sec.android.app.shealth,-2,21.405764,VfS0qUERdZ,8bfa8178-6e99-4cc0-817d-6aa1ae18601f,474.220002,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,1629590400000,com.sec.android.app.shealth,13138,87a3c64b-7e9d-4934-b77f-750834044931.binning_data,com.sec.android.app.shealth,0,407.677289,m5awt1XVZi,87a3c64b-7e9d-4934-b77f-750834044931,9031.620063,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,1629590400000,com.sec.android.app.shealth,13138,fb268522-66d7-42fa-b9aa-8df3145b7765.binning_data,com.sec.android.app.shealth,-2,407.677289,VfS0qUERdZ,fb268522-66d7-42fa-b9aa-8df3145b7765,9031.620063,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,1629676800000,com.sec.android.app.shealth,1470,7567bec0-245b-45ca-acfc-c482341725db.binning_data,com.sec.android.app.shealth,0,44.031632,m5awt1XVZi,7567bec0-245b-45ca-acfc-c482341725db,975.470009,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,1629676800000,com.sec.android.app.shealth,1470,7684e2c6-95cb-4379-8d0c-647de66ad063.binning_data,com.sec.android.app.shealth,-2,44.031632,VfS0qUERdZ,7684e2c6-95cb-4379-8d0c-647de66ad063,975.470009,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,1629763200000,com.sec.android.app.shealth,28,bd2f15ea-dd76-40d1-8288-428f9a03d0fd.binning_data,com.sec.android.app.shealth,0,0.738924,m5awt1XVZi,bd2f15ea-dd76-40d1-8288-428f9a03d0fd,16.370001,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,1629763200000,com.sec.android.app.shealth,28,0f5672c3-c43d-4ab9-ad30-d8fc064e0f0a.binning_data,com.sec.android.app.shealth,-2,0.738924,VfS0qUERdZ,0f5672c3-c43d-4ab9-ad30-d8fc064e0f0a,16.370001,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,1629849600000,com.sec.android.app.shealth,924,49aa4d9b-b39c-43a2-a1db-4fd7718073c5.binning_data,com.sec.android.app.shealth,0,26.864410,m5awt1XVZi,49aa4d9b-b39c-43a2-a1db-4fd7718073c5,595.150001,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,1629849600000,com.sec.android.app.shealth,924,19bd3e8a-7a40-422c-9dab-d9fde08264df.binning_data,com.sec.android.app.shealth,-2,26.864410,VfS0qUERdZ,19bd3e8a-7a40-422c-9dab-d9fde08264df,595.150001,2021. 09. 04. 오전 10:28:11,2021. 09. 04. 오전 10:28:11,
1.500000,1629936000000,com.sec.android.app.shealth,3340,d2b03970-cd07-455f-a287-7ca0f4eca784.binning_data,com.sec.android.app.shealth,0,102.516738,m5awt1XVZi,d2b03970-cd07-455f-a287-7ca0f4eca784,2271.140011,2021. 09. 04. 오전 10:28:12,2021. 09. 04. 오전 10:28:12,
1.500000,1629936000000,com.sec.android.app.shealth,3340,25ca9c8b-0ffb-43f9-8256-0f6be0ba3a1a.binning_data,com.sec.android.app.shealth,-2,102.516738,VfS0qUERdZ,25ca9c8b-0ffb-43f9-8256-0f6be0ba3a1a,2271.140011,2021. 09. 04. 오전 10:28:12,2021. 09. 04. 오전 10:28:12,
1.500000,1630108800000,com.sec.android.app.shealth,168,3c26f061-a833-4417-8427-7932d698cc08.binning_data,com.sec.android.app.shealth,0,4.318889,m5awt1XVZi,3c26f061-a833-4417-8427-7932d698cc08,95.680000,2021. 09. 04. 오전 10:28:12,2021. 09. 04. 오전 10:28:12,
1.500000,1630108800000,com.sec.android.app.shealth,168,b2412191-240d-443b-9eda-61eb9ab53932.binning_data,com.sec.android.app.shealth,-2,4.318889,VfS0qUERdZ,b2412191-240d-443b-9eda-61eb9ab53932,95.680000,2021. 09. 04. 오전 10:28:12,2021. 09. 04. 오전 10:28:12,
1.500000,1630195200000,com.sec.android.app.shealth,1593,3e32d667-2f40-49c1-b255-3fd3a75f4a9c.binning_data,com.sec.android.app.shealth,0,43.826251,m5awt1XVZi,3e32d667-2f40-49c1-b255-3fd3a75f4a9c,970.919998,2021. 09. 04. 오전 10:28:12,2021. 09. 04. 오전 10:28:12,
1.500000,1630195200000,com.sec.android.app.shealth,1593,73232794-61db-46b2-aeb4-cbbee917a0d1.binning_data,com.sec.android.app.shealth,-2,43.826251,VfS0qUERdZ,73232794-61db-46b2-aeb4-cbbee917a0d1,970.919998,2021. 09. 04. 오전 10:28:12,2021. 09. 04. 오전 10:28:12,
1.500000,1630713600000,com.sec.android.app.shealth,410,bbf1c735-5a5f-4f4b-920f-2ad80585c2a0.binning_data,com.sec.android.app.shealth,0,14.712157,m5awt1XVZi,bbf1c735-5a5f-4f4b-920f-2ad80585c2a0,296.610001,2021. 09. 20. 오후 3:59:52,2021. 09. 20. 오후 3:59:52,
1.063422,1630713600000,com.sec.android.app.shealth,410,48f30bfc-99d7-47ee-a29d-34ca0bab88a2.binning_data,com.sec.android.app.shealth,-2,14.712157,VfS0qUERdZ,48f30bfc-99d7-47ee-a29d-34ca0bab88a2,296.610001,2021. 09. 20. 오후 3:59:52,2021. 09. 20. 오후 3:59:52,
1.500000,1630800000000,com.sec.android.app.shealth,382,31c44f82-e596-478e-aafb-6fffe7e61cb5.binning_data,com.sec.android.app.shealth,0,11.256285,m5awt1XVZi,31c44f82-e596-478e-aafb-6fffe7e61cb5,249.370008,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1630800000000,com.sec.android.app.shealth,382,8d51b931-8e00-4fba-b4e3-fdab9e6eaea3.binning_data,com.sec.android.app.shealth,-2,11.256285,VfS0qUERdZ,8d51b931-8e00-4fba-b4e3-fdab9e6eaea3,249.370008,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1630886400000,com.sec.android.app.shealth,35476,62a0c5ab-6138-441e-bce5-b6abd3588a35.binning_data,com.sec.android.app.shealth,0,1167.072320,m5awt1XVZi,62a0c5ab-6138-441e-bce5-b6abd3588a35,25855.140656,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1630886400000,com.sec.android.app.shealth,35476,a616aa9a-4dcf-4d14-b081-69086b10dad1.binning_data,com.sec.android.app.shealth,-2,1167.072320,VfS0qUERdZ,a616aa9a-4dcf-4d14-b081-69086b10dad1,25855.140656,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1630972800000,com.sec.android.app.shealth,2409,b4cfa236-135d-4b1d-a119-9a1116177878.binning_data,com.sec.android.app.shealth,0,60.895706,m5awt1XVZi,b4cfa236-135d-4b1d-a119-9a1116177878,1349.074134,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1630972800000,com.sec.android.app.shealth,2409,6e5a7a70-507e-4602-a687-54daff2c1454.binning_data,com.sec.android.app.shealth,-2,60.895706,VfS0qUERdZ,6e5a7a70-507e-4602-a687-54daff2c1454,1349.074134,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631059200000,com.sec.android.app.shealth,3224,0e604815-c816-4fe5-8b16-82c65bc9c637.binning_data,com.sec.android.app.shealth,0,85.623959,m5awt1XVZi,0e604815-c816-4fe5-8b16-82c65bc9c637,1896.900023,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631059200000,com.sec.android.app.shealth,3224,198542e2-b77e-418b-92c0-060996f46765.binning_data,com.sec.android.app.shealth,-2,85.623959,VfS0qUERdZ,198542e2-b77e-418b-92c0-060996f46765,1896.900023,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631145600000,com.sec.android.app.shealth,7729,5f44fde7-bfb2-4548-aa30-633f750efae7.binning_data,com.sec.android.app.shealth,0,225.043091,m5awt1XVZi,5f44fde7-bfb2-4548-aa30-633f750efae7,4985.570005,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631145600000,com.sec.android.app.shealth,7729,cf2e0d96-2034-4e0b-8e7d-57a99c1a047b.binning_data,com.sec.android.app.shealth,-2,225.043091,VfS0qUERdZ,cf2e0d96-2034-4e0b-8e7d-57a99c1a047b,4985.570005,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631232000000,com.sec.android.app.shealth,471,4d1a496e-51ff-4787-a402-14705325613e.binning_data,com.sec.android.app.shealth,0,12.382048,m5awt1XVZi,4d1a496e-51ff-4787-a402-14705325613e,274.310002,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631232000000,com.sec.android.app.shealth,471,eff39b50-3cd6-4b6d-b7df-802fca08b0f3.binning_data,com.sec.android.app.shealth,-2,12.382048,VfS0qUERdZ,eff39b50-3cd6-4b6d-b7df-802fca08b0f3,274.310002,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631318400000,com.sec.android.app.shealth,21493,b9da0f28-9ae4-4f77-a1da-5b6f4227e6e9.binning_data,com.sec.android.app.shealth,0,723.348890,m5awt1XVZi,b9da0f28-9ae4-4f77-a1da-5b6f4227e6e9,16024.960033,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631318400000,com.sec.android.app.shealth,21493,3ab7a51c-7d71-4f33-8e68-8540dfb2ee0f.binning_data,com.sec.android.app.shealth,-2,723.348890,VfS0qUERdZ,3ab7a51c-7d71-4f33-8e68-8540dfb2ee0f,16024.960033,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631404800000,com.sec.android.app.shealth,1021,03d84f92-9f87-447a-a94c-bbf080ae6dae.binning_data,com.sec.android.app.shealth,0,28.916875,m5awt1XVZi,03d84f92-9f87-447a-a94c-bbf080ae6dae,640.619997,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631404800000,com.sec.android.app.shealth,1021,4d935e7b-43be-47bb-8d1a-12e40ee47dab.binning_data,com.sec.android.app.shealth,-2,28.916875,VfS0qUERdZ,4d935e7b-43be-47bb-8d1a-12e40ee47dab,640.619997,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631491200000,com.sec.android.app.shealth,3247,cc287d2f-41cd-4312-a61b-92dfa3d5ec0b.binning_data,com.sec.android.app.shealth,0,97.306803,m5awt1XVZi,cc287d2f-41cd-4312-a61b-92dfa3d5ec0b,2155.720003,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631491200000,com.sec.android.app.shealth,3247,94ed9727-224f-4068-8bb3-aa9b05926de7.binning_data,com.sec.android.app.shealth,-2,97.306803,VfS0qUERdZ,94ed9727-224f-4068-8bb3-aa9b05926de7,2155.720003,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631577600000,com.sec.android.app.shealth,7951,2483daa7-fbc8-4b30-b686-f4d4b9835029.binning_data,com.sec.android.app.shealth,0,237.305072,m5awt1XVZi,2483daa7-fbc8-4b30-b686-f4d4b9835029,5257.219949,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
1.500000,1631577600000,com.sec.android.app.shealth,7951,c60bf9ef-9f85-4264-a5da-8bf701984075.binning_data,com.sec.android.app.shealth,-2,237.305072,VfS0qUERdZ,c60bf9ef-9f85-4264-a5da-8bf701984075,5257.219949,2021. 09. 20. 오후 3:59:53,2021. 09. 20. 오후 3:59:53,
0.976888,1637539200000,com.sec.android.app.shealth,1151,922120ac-7798-4c70-80c6-2c8922dbec51.binning_data,com.sec.android.app.shealth,-2,35.664858,VfS0qUERdZ,922120ac-7798-4c70-80c6-2c8922dbec51,700.139750,2021. 11. 28. 오후 2:34:34,2021. 11. 28. 오후 2:34:34,
0.636323,1637625600000,com.sec.android.app.shealth,67,6325a149-8c2c-4a48-8e5a-efb30ea392aa.binning_data,com.sec.android.app.shealth,-2,2.065879,VfS0qUERdZ,6325a149-8c2c-4a48-8e5a-efb30ea392aa,35.040000,2021. 11. 28. 오후 2:34:34,2021. 11. 28. 오후 2:34:34,
1.091171,1637712000000,com.sec.android.app.shealth,7881,ec8140f2-8b76-4a9d-9c21-9a378461ff9c.binning_data,com.sec.android.app.shealth,-2,236.159097,VfS0qUERdZ,ec8140f2-8b76-4a9d-9c21-9a378461ff9c,4773.820012,2021. 11. 28. 오후 2:34:34,2021. 11. 28. 오후 2:34:34,
1.104425,1637798400000,com.sec.android.app.shealth,20624,3426a986-eca7-450a-919c-89b646bba9c5.binning_data,com.sec.android.app.shealth,-2,754.376895,VfS0qUERdZ,3426a986-eca7-450a-919c-89b646bba9c5,15334.159959,2021. 11. 28. 오후 2:34:34,2021. 11. 28. 오후 2:34:34,
0.580418,1637884800000,com.sec.android.app.shealth,93,48560862-bdc0-4806-a9ee-37d9c1d07e04.binning_data,com.sec.android.app.shealth,-2,3.806824,VfS0qUERdZ,48560862-bdc0-4806-a9ee-37d9c1d07e04,60.440000,2021. 11. 28. 오후 2:34:34,2021. 11. 28. 오후 2:34:34,
0.428812,1638057600000,com.sec.android.app.shealth,2034,825116af-ba22-46e3-9732-b1b699023859.binning_data,com.sec.android.app.shealth,-2,68.974174,VfS0qUERdZ,825116af-ba22-46e3-9732-b1b699023859,1417.667465,2021. 11. 28. 오후 2:34:34,2021. 12. 04. 오전 10:12:22,
1.586155,1637539200000,com.sec.android.app.shealth,1151,6a74c36f-3804-4e14-94cd-15a1ac45889b.binning_data,com.sec.android.app.shealth,0,35.664858,m5awt1XVZi,6a74c36f-3804-4e14-94cd-15a1ac45889b,700.139750,2021. 11. 28. 오후 2:35:19,2021. 11. 28. 오후 2:35:19,
1.163518,1637625600000,com.sec.android.app.shealth,67,b9a53489-1ac1-47e2-a3e8-59130ccce61b.binning_data,com.sec.android.app.shealth,0,2.065879,m5awt1XVZi,b9a53489-1ac1-47e2-a3e8-59130ccce61b,35.040000,2021. 11. 28. 오후 2:35:19,2021. 11. 28. 오후 2:35:19,
1.439026,1637712000000,com.sec.android.app.shealth,7881,857b81a7-d447-4341-a57e-90f7bc1fa200.binning_data,com.sec.android.app.shealth,0,236.159097,m5awt1XVZi,857b81a7-d447-4341-a57e-90f7bc1fa200,4773.820012,2021. 11. 28. 오후 2:35:19,2021. 11. 28. 오후 2:35:19,
1.580488,1637798400000,com.sec.android.app.shealth,20624,1fe6072e-767e-4dd9-89f8-e54961c3ca8c.binning_data,com.sec.android.app.shealth,0,754.376895,m5awt1XVZi,1fe6072e-767e-4dd9-89f8-e54961c3ca8c,15334.159959,2021. 11. 28. 오후 2:35:19,2021. 11. 28. 오후 2:35:19,
1.196511,1637884800000,com.sec.android.app.shealth,93,bc7d4865-1146-477e-83b0-8b482574ecb1.binning_data,com.sec.android.app.shealth,0,3.806824,m5awt1XVZi,bc7d4865-1146-477e-83b0-8b482574ecb1,60.440000,2021. 11. 28. 오후 2:35:19,2021. 11. 28. 오후 2:35:19,
1.248516,1638057600000,com.sec.android.app.shealth,1113,33a0cb1b-660d-4214-b577-f8bf7e94327e.binning_data,com.sec.android.app.shealth,0,35.964499,m5awt1XVZi,33a0cb1b-660d-4214-b577-f8bf7e94327e,682.460006,2021. 11. 28. 오후 2:35:19,2021. 12. 04. 오전 10:12:19,
1.295573,1638057600000,com.sec.android.app.shealth,1421,7306f3e3-270c-4633-b993-80a96b6f22fc.binning_data,com.sec.android.app.shealth,25,50.334656,jj7jIQhOji,7306f3e3-270c-4633-b993-80a96b6f22fc,1106.562744,2021. 11. 28. 오후 3:13:25,2021. 12. 04. 오전 10:12:16,
1.683390,1638144000000,com.sec.android.app.shealth,14637,bc0cdbf4-ddc5-40e9-ace0-25d7ff49285c.binning_data,com.sec.android.app.shealth,25,513.975342,jj7jIQhOji,bc0cdbf4-ddc5-40e9-ace0-25d7ff49285c,11377.875977,2021. 12. 04. 오전 10:12:16,2021. 12. 04. 오전 10:14:42,
1.068537,1638144000000,com.sec.android.app.shealth,23612,ff5e27b9-90b0-4ecf-9c45-c5c031c2da31.binning_data,com.sec.android.app.shealth,-2,855.073850,VfS0qUERdZ,ff5e27b9-90b0-4ecf-9c45-c5c031c2da31,18151.938175,2021. 12. 04. 오전 10:12:16,2021. 12. 04. 오전 10:12:22,
0.852481,1638576000000,com.sec.android.app.shealth,420,e71c2e8c-2848-4a44-80fb-2f35d2088a97.binning_data,com.sec.android.app.shealth,-2,13.427744,VfS0qUERdZ,e71c2e8c-2848-4a44-80fb-2f35d2088a97,249.940001,2021. 12. 04. 오전 10:12:17,2021. 12. 04. 오전 10:17:08,
1.768075,1638144000000,com.sec.android.app.shealth,22735,aadae19f-8b0b-47ce-bb1c-d625ad270da3.binning_data,com.sec.android.app.shealth,0,824.258874,m5awt1XVZi,aadae19f-8b0b-47ce-bb1c-d625ad270da3,17441.779972,2021. 12. 04. 오전 10:12:20,2021. 12. 04. 오전 10:12:20,
0.379069,1638230400000,com.sec.android.app.shealth,15,dea01c51-9598-46f6-bdad-740337e4b9da.binning_data,com.sec.android.app.shealth,0,0.781952,m5awt1XVZi,dea01c51-9598-46f6-bdad-740337e4b9da,9.610000,2021. 12. 04. 오전 10:12:20,2021. 12. 04. 오전 10:12:20,
1.381618,1638316800000,com.sec.android.app.shealth,762,17e09c33-9261-43fc-9e72-ce2c4adc0f8c.binning_data,com.sec.android.app.shealth,0,25.541790,m5awt1XVZi,17e09c33-9261-43fc-9e72-ce2c4adc0f8c,443.749997,2021. 12. 04. 오전 10:12:20,2021. 12. 04. 오전 10:12:20,
1.566112,1638403200000,com.sec.android.app.shealth,18065,2ab3a759-d99e-489c-b098-5bd24f3e065e.binning_data,com.sec.android.app.shealth,0,641.824843,m5awt1XVZi,2ab3a759-d99e-489c-b098-5bd24f3e065e,13460.800333,2021. 12. 04. 오전 10:12:21,2021. 12. 04. 오전 10:12:21,
1.432124,1638489600000,com.sec.android.app.shealth,2570,ac4e8c8c-0250-485b-bfdd-956cb56b604f.binning_data,com.sec.android.app.shealth,0,85.259097,m5awt1XVZi,ac4e8c8c-0250-485b-bfdd-956cb56b604f,1743.716031,2021. 12. 04. 오전 10:12:21,2021. 12. 04. 오전 10:12:21,
1.221591,1638576000000,com.sec.android.app.shealth,420,c24b4b5a-c9b9-47d6-927d-a99d5db178d8.binning_data,com.sec.android.app.shealth,0,13.427744,m5awt1XVZi,c24b4b5a-c9b9-47d6-927d-a99d5db178d8,249.940001,2021. 12. 04. 오전 10:12:21,2021. 12. 04. 오전 10:22:19,
0.321829,1638230400000,com.sec.android.app.shealth,1957,a68ca058-7e77-4308-8a84-f45334343da1.binning_data,com.sec.android.app.shealth,-2,75.044647,VfS0qUERdZ,a68ca058-7e77-4308-8a84-f45334343da1,1572.247695,2021. 12. 04. 오전 10:12:22,2021. 12. 04. 오전 10:12:32,
0.356799,1638316800000,com.sec.android.app.shealth,2294,30b82b28-f8d2-4f00-9139-614c71f0c14b.binning_data,com.sec.android.app.shealth,-2,79.372289,VfS0qUERdZ,30b82b28-f8d2-4f00-9139-614c71f0c14b,1668.501609,2021. 12. 04. 오전 10:12:23,2021. 12. 04. 오전 10:12:32,
0.950450,1638403200000,com.sec.android.app.shealth,20029,7975a0d6-886a-4606-9631-37652d2e185f.binning_data,com.sec.android.app.shealth,-2,711.185479,VfS0qUERdZ,7975a0d6-886a-4606-9631-37652d2e185f,15013.687370,2021. 12. 04. 오전 10:12:23,2021. 12. 04. 오전 10:12:32,
0.592973,1638489600000,com.sec.android.app.shealth,6941,1ad3b9b0-1455-425c-a2c6-1e8550595ad9.binning_data,com.sec.android.app.shealth,-2,250.216794,VfS0qUERdZ,1ad3b9b0-1455-425c-a2c6-1e8550595ad9,5379.747272,2021. 12. 04. 오전 10:12:23,2021. 12. 04. 오전 10:12:33,
0.801855,1638576000000,com.sec.android.app.shealth,176,8c5e46d2-c439-4184-9d45-98ff0ca3965b.binning_data,com.sec.android.app.shealth,25,6.164429,jj7jIQhOji,8c5e46d2-c439-4184-9d45-98ff0ca3965b,135.992188,2021. 12. 04. 오전 10:12:31,2021. 12. 04. 오전 10:12:31,
2.561556,1638230400000,com.sec.android.app.shealth,1942,d1fac2fa-673d-4f44-9b44-bd0bb473df14.binning_data,com.sec.android.app.shealth,25,74.262695,jj7jIQhOji,d1fac2fa-673d-4f44-9b44-bd0bb473df14,1562.637695,2021. 12. 04. 오전 10:14:43,2021. 12. 04. 오전 10:14:43,
1.269645,1638316800000,com.sec.android.app.shealth,1966,34278c22-5efa-4462-b118-bb140279490e.binning_data,com.sec.android.app.shealth,25,69.174316,jj7jIQhOji,34278c22-5efa-4462-b118-bb140279490e,1536.062500,2021. 12. 04. 오전 10:14:43,2021. 12. 04. 오전 10:14:43,
1.549186,1638403200000,com.sec.android.app.shealth,11120,cc559a66-c70d-4bc7-bf86-219a4a8287a2.binning_data,com.sec.android.app.shealth,25,390.337036,jj7jIQhOji,cc559a66-c70d-4bc7-bf86-219a4a8287a2,8617.378906,2021. 12. 04. 오전 10:14:43,2021. 12. 04. 오전 10:14:43,
1.752376,1638489600000,com.sec.android.app.shealth,6308,0652dfab-ebf8-4878-a8bb-372d1a9ebdd1.binning_data,com.sec.android.app.shealth,25,230.590576,jj7jIQhOji,0652dfab-ebf8-4878-a8bb-372d1a9ebdd1,5014.419922,2021. 12. 04. 오전 10:14:43,2021. 12. 04. 오전 10:14:43,

